"구분",화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치년도,위도,경도,데이터기준일자
"공중화장실",(의)세창의료재단우성병원,경기도 안산시 단원구 고잔로 58-10,경기도 안산시 단원구 고잔동 529-3,N,5,5,0,0,0,0,10,0,0,(의)세창의료재단,,00:00~24:00,,37.31840800,126.83200500,2019-08-01
"공중화장실",21세기병원,경기도 안산시 단원구 보화로 50,경기도 안산시 단원구 고잔동 616-2,N,6,6,9,9,0,0,7,5,0,21세기병원,,00:00~24:00,,37.33064980,126.83170398,2019-08-01
"공중화장실",CGV,경기도 안산시 단원구 광덕대로 194,경기도 안산시 단원구 고잔동 725-1,N,4,12,0,0,0,0,12,0,0,CGV,,00:00~24:00,,37.31342070,126.83100590,2019-08-01
"공중화장실",GS스타주유소,경기도 안산시 단원구 동산로 179,경기도 안산시 단원구 원곡동 616,N,0,0,2,2,0,0,0,1,0,GS칼텍스,,00:00~24:00,,37.31848797,126.80490774,2019-08-01
"공중화장실",IBK기업은행,경기도 안산시 단원구 별망로 424,경기도 안산시 단원구 목내동 489-2,N,6,10,0,0,0,0,8,0,0,IBK기업은행,,00:00~24:00,,37.30423941,126.77185760,2019-08-01
"공중화장실",SK동양주유소,경기도 안산시 단원구 중앙대로 351,경기도 안산시 단원구 신길동 1743,N,0,0,0,0,0,0,0,0,0,SK네트웍스,,00:00~24:00,,37.33328562,126.77976054,2019-08-01
"공중화장실",SK안산공원주유소,경기도 안산시 단원구 광덕1로 268,경기도 안산시 단원구 고잔동 779-1,N,1,2,1,1,0,0,1,1,0,SK네트웍스,,00:00~24:00,,37.30692434,126.83988296,2019-08-01
"공중화장실",SK안산충전소,경기도 안산시 상록구 선진안길 83,경기도 안산시 상록구 사동 1493,N,1,2,0,0,0,0,1,0,0,SK네트웍스,,00:00~24:00,,37.27769525,126.84851886,2019-08-01
"공중화장실",새천년주유소,경기도 안산시 단원구 정왕대로 424,경기도 안산시 단원구 신길동 249-20,N,1,1,0,0,0,0,1,0,0,SK네트웍스,,00:00~24:00,,37.33413350,126.75617140,2019-08-01
"공중화장실",SK팔곡주유소,경기도 안산시 상록구 해안로 1295,경기도 안산시 상록구 팔곡이동 445-4,N,2,1,0,0,0,0,2,0,0,SK네트웍스팔곡주유소,,00:00~24:00,,37.29335584,126.88404800,2019-08-01
"공중화장실",성포도서관,경기도 안산시 상록구 충장로 528,경기도 안산시 상록구 성포동 594-4,N,6,9,0,0,0,0,7,0,0,감골도서관장,,00:00~24:00,,37.32514130,126.85036770,2019-08-01
"공중화장실",본오도서관,경기도 안산시 상록구 각골로 49,경기도 안산시 상록구 본오동 778,N,2,2,4,4,0,0,6,2,0,감골도서관장,,00:00~24:00,,37.29399604,126.87229188,2019-08-01
"공중화장실",일동도서관,경기도 안산시 상록구 구룡로 71,경기도 안산시 상록구 일동 110-5,N,2,2,1,1,0,0,4,1,0,감골도서관장,,00:00~24:00,,37.31541280,126.87158323,2019-08-01
"공중화장실",감골도서관,경기도 안산시 상록구 감골공원안길 16-1,경기도 안산시 상록구 사동 1342-2,N,9,0,0,0,9,0,6,0,0,감골도서관장,,00:00~24:00,,37.29261860,126.85451124,2019-08-01
"공중화장실",강희그랜드빌,경기도 안산시 단원구 광덕대로 145,경기도 안산시 단원구 고잔동 717,N,9,12,0,0,0,0,9,0,0,강희그랜드빌번영회,,00:00~24:00,,37.30950407,126.82894130,2019-08-01
"공중화장실",굿모닝오피스텔,경기도 안산시 상록구 석호로 43,경기도 안산시 상록구 이동 712,N,28,7,0,0,0,0,28,0,0,강희자산관리㈜,,00:00~24:00,,37.30762694,126.84791530,2019-08-01
"공중화장실",데코스포텔,경기도 안산시 상록구 광덕1로 355,경기도 안산시 상록구 이동 714-3,N,6,6,1,1,0,0,6,1,0,강희자산관리㈜,,00:00~24:00,,37.30720300,126.84902470,2019-08-01
"공중화장실",수암주유소,경기도 안산시 상록구 원당골1길 23-14,경기도 안산시 상록구 수암동 465,N,2,1,0,0,0,0,2,0,0,개인,,00:00~24:00,,37.36516451,126.87707130,2019-08-01
"공중화장실",신반월주유소,경기도 안산시 상록구 건건1길 7,경기도 안산시 상록구 건건동 897-28,N,2,0,0,0,0,0,1,0,0,개인,,00:00~24:00,,37.30155789,126.90307420,2019-08-01
"공중화장실",안산IC충전소,경기도 안산시 상록구 가루개로 181,경기도 안산시 상록구 양상동 247,N,1,3,0,0,0,0,2,0,0,개인,,00:00~24:00,,37.34367601,126.85122130,2019-08-01
"공중화장실",신원프라자,경기도 안산시 단원구 광덕4로 102,경기도 안산시 단원구 고잔동 681-3,N,10,13,2,2,0,0,10,2,0,개인,,00:00~24:00,,37.31511414,126.82360410,2019-08-01
"공중화장실",디에스에이도금단지주유소,경기도 안산시 상록구 용담로 75,경기도 안산시 상록구 팔곡이동 70-3,N,2,2,0,0,0,0,3,0,0,개인,,00:00~24:00,,37.28708377,126.88698980,2019-08-01
"공중화장실",사동셀프주유소,경기도 안산시 상록구 선진로 11,경기도 안산시 상록구 사동 1486,N,1,1,0,0,0,0,2,0,0,개인,,00:00~24:00,,37.28072506,126.84750350,2019-08-01
"공중화장실",아이즈빌1오피스텔,경기도 안산시 단원구 고잔로 51,경기도 안산시 단원구 고잔동 527-4,N,5,8,1,1,0,0,8,1,0,개인,,00:00~24:00,,37.31950552,126.83194170,2019-08-01
"공중화장실",SK반월주유소,경기도 안산시 상록구 송호1길 33,경기도 안산시 상록구 이동 648,N,1,2,0,0,0,0,2,0,0,개인,,00:00~24:00,,37.31301525,126.84521140,2019-08-01
"공중화장실",본오주유소,경기도 안산시 상록구 석호로 369,경기도 안산시 상록구 본오동 782-1,N,2,1,0,0,0,0,2,0,0,개인,,00:00~24:00,,37.29346040,126.87177360,2019-08-01
"공중화장실",동해주유소,경기도 안산시 상록구 선진6길 38,경기도 안산시 상록구 사동 1496-9,N,1,2,0,0,0,0,1,0,0,개인,,00:00~24:00,,37.28130750,126.84693510,2019-08-01
"공중화장실",소망주유소,경기도 안산시 상록구 석호로 200,경기도 안산시 상록구 사동 1318-2,N,1,2,0,0,0,0,1,0,0,개인,,00:00~24:00,,37.29503521,126.85289158,2019-08-01
"공중화장실",신양주유소,경기도 안산시 상록구 월피로 84,경기도 안산시 상록구 월피동 466-6,N,2,2,0,0,0,0,1,0,0,개인,,00:00~24:00,,37.33562994,126.85278630,2019-08-01
"공중화장실",자연주유소,경기도 안산시 상록구 해안로 1172,경기도 안산시 상록구 본오동 33-2,N,2,2,0,0,0,0,2,0,0,개인,,00:00~24:00,,37.28850330,126.87223020,2019-08-01
"공중화장실",나이스헬스클럽(사이버빌딩),경기도 안산시 상록구 성포로 30,경기도 안산시 상록구 성포동 583-4,N,8,8,0,0,0,0,8,0,0,개인,,00:00~24:00,,37.32324010,126.84476744,2019-08-01
"공중화장실",성우주유소,경기도 안산시 상록구 안산천서로 277,경기도 안산시 상록구 월피동 481,N,1,1,0,0,0,0,1,0,0,개인,,00:00~24:00,,37.33799832,126.85021490,2019-08-01
"공중화장실",보은타운,경기도 안산시 상록구 양지편로 38,경기도 안산시 상록구 이동 715-11,N,14,21,0,0,0,0,14,0,0,개인,,00:00~24:00,,37.30944750,126.85146800,2019-08-01
"공중화장실",스마트허브주유소,경기도 안산시 단원구 해봉로 204,경기도 안산시 단원구 성곡동 598-5,N,3,1,0,0,0,0,3,0,0,개인,,00:00~24:00,,37.32083308,126.76464260,2019-08-01
"공중화장실",한창충전소,경기도 안산시 단원구 대선로 419,경기도 안산시 단원구 대부남동 309-30,N,2,1,2,2,0,0,2,1,0,개인,,00:00~24:00,,37.23665471,126.57264787,2019-08-01
"공중화장실",신길IC주유소,경기도 안산시 단원구 성곡로 279,경기도 안산시 단원구 신길동 1037-14,N,2,2,0,0,0,0,1,0,0,개인,,00:00~24:00,,37.32998219,126.76922700,2019-08-01
"공중화장실",상림주유소,경기도 안산시 상록구 서해로 2921,경기도 안산시 상록구 건건동 435-1,N,2,2,0,0,0,0,2,0,0,개인,,00:00~24:00,,37.31170173,126.91276180,2019-08-01
"공중화장실",해안주유소,경기도 안산시 상록구 선진6길 8,경기도 안산시 상록구 사동 1497-1,N,1,1,0,0,0,0,1,0,0,개인,,00:00~24:00,,37.28143400,126.84370310,2019-08-01
"공중화장실",은혜주유소,경기도 안산시 상록구 수인로 1820,경기도 안산시 상록구 부곡동 1-1,N,2,2,0,0,0,0,2,0,0,개인,,00:00~24:00,,37.34614138,126.86960860,2019-08-01
"공중화장실",대웅주유소,경기도 안산시 상록구 수인로 1733,경기도 안산시 상록구 부곡동 214-13,N,1,2,0,0,0,0,1,0,0,개인,,00:00~24:00,,37.33997523,126.86372330,2019-08-01
"공중화장실",GS안산세광주유소,경기도 안산시 상록구 성호로 268,경기도 안산시 상록구 부곡동 685-1,N,0,0,0,0,0,0,0,0,0,개인,,00:00~24:00,,37.32711314,126.85842810,2019-08-01
"공중화장실",안산성원충전소,경기도 안산시 상록구 수인로 1848,경기도 안산시 상록구 장상동 431-3,N,3,4,0,0,0,0,3,0,0,개인,,00:00~24:00,,37.34918862,126.87129740,2019-08-01
"공중화장실",신길중앙주유소,경기도 안산시 단원구 삼일로 57,경기도 안산시 단원구 신길동 1535,N,1,2,0,0,0,0,1,0,0,개인,,00:00~24:00,,37.33562770,126.78447491,2019-08-01
"공중화장실",동현주유소,경기도 안산시 단원구 대선로 237,경기도 안산시 단원구 대부북동 831,N,1,1,0,0,0,0,1,0,0,개인,,00:00~24:00,,37.25244727,126.57552620,2019-08-01
"공중화장실",㈜우리에너지,경기도 안산시 상록구 서해로 2938,경기도 안산시 상록구 건건동 431-4,N,2,2,0,0,0,0,2,0,0,개인,,00:00~24:00,,37.31325474,126.91421530,2019-08-01
"공중화장실",반월공단주유소,경기도 안산시 단원구 시우로 46,경기도 안산시 단원구 초지동 626-13,N,1,2,1,1,0,0,2,0,0,개인,,00:00~24:00,,37.30323213,126.80300710,2019-08-01
"공중화장실",해안로충전소,경기도 안산시 상록구 해안로 738,경기도 안산시 상록구 사동 1640-6,N,0,0,2,2,0,0,0,1,0,개인,,00:00~24:00,,37.28714386,126.82891400,2019-08-01
"공중화장실",세진에너지㈜,경기도 안산시 단원구 시흥대로 84-9,경기도 안산시 단원구 선부동 169-1,N,3,2,0,0,0,0,2,0,0,개인,,00:00~24:00,,37.34955704,126.79956670,2019-08-01
"공중화장실",프라움시티,경기도 안산시 단원구 당곡로 33,경기도 안산시 단원구 고잔동 528-1,N,10,10,2,2,0,0,12,2,0,개인,,00:00~24:00,,37.32021240,126.83310180,2019-08-01
"공중화장실",동양센트럴시티,경기도 안산시 상록구 광덕1로 346,경기도 안산시 상록구 이동 720-2,N,4,6,1,1,0,0,4,1,0,개인,,00:00~24:00,,37.30640900,126.84832480,2019-08-01
"공중화장실",코로스프라자,경기도 안산시 상록구 광덕1로 370,경기도 안산시 상록구 이동 716-8,N,10,10,0,0,0,0,15,0,0,개인,,00:00~24:00,,37.30760560,126.85093030,2019-08-01
"공중화장실",로얄빌딩,경기도 안산시 상록구 예술광장1로 46,경기도 안산시 상록구 월피동 445-18,N,10,15,0,0,0,0,10,0,0,개인,,00:00~24:00,,37.32932570,126.84693470,2019-08-01
"공중화장실",안산제2종합시장,경기도 안산시 상록구 성호로 258,경기도 안산시 상록구 부곡동 685-11,N,15,25,0,0,0,0,15,0,0,개인,,00:00~24:00,,37.32640040,126.85846310,2019-08-01
"공중화장실",인우빌,경기도 안산시 상록구 석호공원로 69,경기도 안산시 상록구 사동 1197-4,N,1,2,1,1,0,0,2,1,0,개인,,00:00~24:00,,37.30161927,126.85104370,2019-08-01
"공중화장실",사동주유소,경기도 안산시 상록구 항가울로 22,경기도 안산시 상록구 사동 1423-6,N,3,1,0,0,0,0,2,0,0,개인,,00:00~24:00,,37.28381763,126.84762910,2019-08-01
"공중화장실",신고속주유소,경기도 안산시 상록구 석호로 367,경기도 안산시 상록구 본오동 782,N,2,1,0,0,0,0,1,0,0,개인,,00:00~24:00,,37.29346300,126.87156830,2019-08-01
"공중화장실",월피동주유소,경기도 안산시 상록구 시낭로 25,경기도 안산시 상록구 월피동 466-5,N,2,2,0,0,0,0,1,0,0,개인,,00:00~24:00,,37.33531079,126.85291237,2019-08-01
"공중화장실",삼진종합상사,경기도 안산시 상록구 예술광장로 11,경기도 안산시 상록구 월피동 445-10,N,10,10,0,0,0,0,10,0,0,개인,,00:00~24:00,,37.32900680,126.84521180,2019-08-01
"공중화장실",SK신도시주유소,경기도 안산시 상록구 예술광장1로 18,경기도 안산시 상록구 월피동 445-5,N,1,1,0,0,0,0,1,0,0,개인,,00:00~24:00,,37.32923327,126.84480931,2019-08-01
"공중화장실",한양프라자,경기도 안산시 상록구 반석로 8 (본오동),"경기도 안산시 상록구 본오동 880,한양아파트",N,25,25,0,0,0,0,25,0,0,개인,,00:00~24:00,,37.29579986,126.86104660,2019-08-01
"공중화장실",네스트빌,경기도 안산시 상록구 광덕1로 356,경기도 안산시 상록구 이동 717-4,N,6,6,0,0,0,0,4,0,0,개인,,00:00~24:00,,37.30676047,126.84954460,2019-08-01
"공중화장실",GS세방주유소,경기도 안산시 상록구 성호로 40,경기도 안산시 상록구 일동 119-4,N,1,1,0,0,0,0,2,0,0,개인,,00:00~24:00,,37.30986780,126.86746860,2019-08-01
"공중화장실",새소망노인병원,경기도 안산시 상록구 선진안길 17,경기도 안산시 상록구 사동 1497-3,N,6,6,3,3,0,0,6,3,0,개인,,00:00~24:00,,37.28120189,126.84410494,2019-08-01
"공중화장실",현대오일뱅크 역전주유소,경기도 안산시 상록구 충장로6길 1,경기도 안산시 상록구 이동 593-11,N,3,1,0,0,0,0,1,0,0,개인,,00:00~24:00,,37.30753460,126.85688970,2019-08-01
"공중화장실",단원경찰서,경기도 안산시 단원구 화랑로 373,경기도 안산시 단원구 고잔동 514,N,12,34,2,2,0,0,6,0,0,경기도 경찰청,,00:00~24:00,,37.32194997,126.82956171,2019-08-01
"공중화장실",원곡다문화지구대,경기도 안산시 단원구 원곡공원로 30,경기도 안산시 단원구 원곡동 753,N,0,0,2,2,0,0,1,0,0,경기도 경찰청,,00:00~24:00,,37.33261380,126.79460160,2019-08-01
"공중화장실",면허시험장,경기도 안산시 단원구 순환로 352,경기도 안산시 단원구 와동 95-5,N,13,17,9,9,0,0,11,4,0,경기도 경찰청,,00:00~24:00,,37.34557291,126.82812244,2019-08-01
"공중화장실",경기도안산교육청,경기도 안산시 단원구 적금로 134,경기도 안산시 단원구 고잔동 517-2,N,10,12,2,2,0,0,13,2,0,경기도 교육청,,00:00~24:00,,37.31982658,126.82660600,2019-08-01
"공중화장실",경기도미술관,경기도 안산시 단원구 동산로 268,경기도 안산시 단원구 초지동 667,N,5,6,4,4,0,0,6,1,0,경기도미술관장,,00:00~24:00,,37.32567447,126.81377096,2019-08-01
"공중화장실",상록경찰서,경기도 안산시 상록구 차돌배기로 10,경기도 안산시 상록구 사동 1586-4,N,20,60,0,0,0,0,20,0,0,경찰서장,,00:00~24:00,,37.29919691,126.84518685,2019-08-01
"공중화장실",와동지구대,경기도 안산시 단원구 와동로7길 1,경기도 안산시 단원구 와동 109-9,N,0,0,0,0,0,0,0,0,0,경찰청,,00:00~24:00,,37.34053363,126.82761390,2019-08-01
"공중화장실",고려반월병원,경기도 안산시 상록구 건건로 56,경기도 안산시 상록구 건건동 644-3,N,12,15,1,1,0,0,12,1,0,고려반월병원,,00:00~24:00,,37.30604950,126.90312450,2019-08-01
"공중화장실",고잔1동주민센터,경기도 안산시 단원구 화정천동로 252,경기도 안산시 단원구 고잔동 659-6,N,3,6,1,1,0,0,3,1,0,고잔1동장,,00:00~24:00,,37.32683621,126.81920200,2019-08-01
"공중화장실",고잔2동 주민센터,경기도 안산시 단원구 예술대학로 76,경기도 안산시 단원구 고잔동 672-2,N,8,6,4,4,16,0,2,0,0,고잔2동장,,00:00~24:00,,37.32393654,126.83774381,2019-08-01
"공중화장실",BYC빌딩,경기도 안산시 단원구 광덕대로 181,경기도 안산시 단원구 고잔동 706-5,N,16,24,0,0,0,0,24,0,0,고한수,,00:00~24:00,,37.31280230,126.82921580,2019-08-01
"공중화장실",한국해양연구소,경기도 안산시 상록구 해안로 787,경기도 안산시 상록구 사동 1270,N,8,12,0,0,0,0,12,0,0,과기부산하 기초기술연구회,,00:00~24:00,,37.28531108,126.83521509,2019-08-01
"공중화장실",오션빌딩,경기도 안산시 단원구 고잔로 58-6,경기도 안산시 단원구 고잔동 529-2,N,19,20,0,0,0,0,18,1,0,관리사무실,,00:00~24:00,,37.31873143,126.83203110,2019-08-01
"공중화장실",반월종합상가,경기도 안산시 단원구 화랑로 103,경기도 안산시 단원구 원곡동 846-3,N,4,5,0,0,0,0,8,0,0,관리사무실,,00:00~24:00,,37.32704449,126.80077410,2019-08-01
"공중화장실",에이스타워,경기도 안산시 단원구 고잔로 54,경기도 안산시 단원구 고잔동 529-1,N,30,40,0,0,0,0,29,1,0,관리사무실,,00:00~24:00,,37.31900760,126.83213220,2019-08-01
"공중화장실",늘봄스위트빌2차,경기도 안산시 단원구 선부광장로 77 (선부동),"경기도 안산시 단원구 선부동 1077-15,늘봄스위트빌2",N,2,4,1,1,0,0,3,1,0,관리사무실,,00:00~24:00,,37.33261950,126.81040550,2019-08-01
"공중화장실",동남레이크빌1,경기도 안산시 단원구 광덕1로 163,경기도 안산시 단원구 고잔동 718-1,N,4,6,0,0,0,0,4,0,0,관리사무실,,00:00~24:00,,37.30837790,126.82782360,2019-08-01
"공중화장실",종로프라자,경기도 안산시 단원구 광덕서로 54,경기도 안산시 단원구 고잔동 715-1,N,14,28,0,0,0,0,21,0,0,관리사무실,,00:00~24:00,,37.30943319,126.82732310,2019-08-01
"공중화장실",자유센타빌딩,경기도 안산시 단원구 화랑로 358,경기도 안산시 단원구 고잔동 518,N,14,35,0,0,0,0,21,0,0,관리사무실,,00:00~24:00,,37.32092254,126.82743700,2019-08-01
"공중화장실",창진타운,경기도 안산시 단원구 광덕대로 162,경기도 안산시 단원구 고잔동 771-1,N,4,6,0,0,0,0,4,0,0,관리사무실,,00:00~24:00,,37.31081497,126.83074290,2019-08-01
"공중화장실",크리스탈에이스프라자,경기도 안산시 단원구 광덕대로 142,경기도 안산시 단원구 고잔동 772-1,N,10,10,0,0,0,0,10,0,0,관리사무실,,00:00~24:00,,37.30900080,126.83060070,2019-08-01
"공중화장실",대림프라자,경기도 안산시 단원구 광덕1로 159,경기도 안산시 단원구 고잔동 718-5,N,14,21,7,7,0,0,14,7,0,관리사무실,,00:00~24:00,,37.30811930,126.82732030,2019-08-01
"공중화장실",고잔법조빌딩,경기도 안산시 단원구 광덕서로 62,경기도 안산시 단원구 고잔동 710-3,N,6,18,6,6,0,0,6,6,0,관리사무실,,00:00~24:00,,37.31021542,126.82740910,2019-08-01
"공중화장실",동남레이크빌2,경기도 안산시 단원구 광덕1로 165,경기도 안산시 단원구 고잔동 718-2,N,4,6,0,0,0,0,4,0,0,관리사무실,,00:00~24:00,,37.30834971,126.82821090,2019-08-01
"공중화장실",한국씨티은행,경기도 안산시 단원구 고잔로 59,경기도 안산시 단원구 고잔동 528-3,N,15,15,0,0,0,0,10,0,0,관리사무실,,00:00~24:00,,37.31946097,126.83310983,2019-08-01
"공중화장실",삼성생명,경기도 안산시 단원구 광덕대로 254,경기도 안산시 단원구 고잔동 529,N,17,18,0,0,0,0,17,0,0,관리사무실,,00:00~24:00,,37.31900923,126.83143510,2019-08-01
"공중화장실",서울프라자,경기도 안산시 단원구 삼일로 310,경기도 안산시 단원구 선부동 1077,N,57,72,0,0,0,0,57,0,0,관리사무실,,00:00~24:00,,37.33382796,126.81204990,2019-08-01
"공중화장실",신명트윈타워,경기도 안산시 단원구 원포공원1로 59,경기도 안산시 단원구 초지동 743-2,N,20,25,5,5,0,0,20,5,0,관리사무실,,00:00~24:00,,37.30242592,126.81120231,2019-08-01
"공중화장실",아이즈빌2오피스텔,경기도 안산시 단원구 고잔로 57-9,경기도 안산시 단원구 고잔동 527-3,N,6,6,0,0,0,0,6,0,0,관리소장,,00:00~24:00,,37.31993020,126.83212130,2019-08-01
"공중화장실",대유빌딩,경기도 안산시 단원구 고잔1길 17,경기도 안산시 단원구 고잔동 534-1,N,16,24,0,0,0,0,16,0,0,관리소장,,00:00~24:00,,37.31861920,126.83560712,2019-08-01
"공중화장실",골든에이스프라자,경기도 안산시 단원구 광덕대로 138,경기도 안산시 단원구 고잔동 772-2,N,14,14,0,0,0,0,14,0,0,관리소장,,00:00~24:00,,37.30870269,126.83060360,2019-08-01
"공중화장실",투원브레스빌,경기도 안산시 단원구 광덕대로 263,경기도 안산시 단원구 고잔동 523-2,N,6,10,1,1,0,0,7,1,0,관리소장,,00:00~24:00,,37.32000702,126.82983080,2019-08-01
"공중화장실",늘봄스위트빌,경기도 안산시 단원구 고잔로 18,경기도 안산시 단원구 고잔동 524,N,1,2,0,0,0,0,1,0,0,관리소장,,00:00~24:00,,37.31920570,126.82824200,2019-08-01
"공중화장실",상록타운,경기도 안산시 단원구 선부광장1로 38,경기도 안산시 단원구 선부동 1070-18,N,9,13,3,3,0,0,10,3,0,관리소장,,00:00~24:00,,37.33663844,126.80932330,2019-08-01
"공중화장실",대우프라자,경기도 안산시 단원구 광덕동로 39,경기도 안산시 단원구 고잔동 775-4,N,19,18,0,0,0,0,18,0,0,관리소장,,00:00~24:00,,37.30792268,126.83204710,2019-08-01
"공중화장실",교보생명,경기도 안산시 단원구 화랑로 366,경기도 안산시 단원구 고잔동 522,N,26,26,0,0,0,0,28,0,0,관리소장,,00:00~24:00,,37.32103293,126.82844930,2019-08-01
"공중화장실",기업은행안산중앙지점,경기도 안산시 단원구 적금로 126,경기도 안산시 단원구 고잔동 519,N,9,14,0,0,0,0,14,0,0,관리소장,,00:00~24:00,,37.31931960,126.82643690,2019-08-01
"공중화장실",신한은행(구국민은행),경기도 안산시 단원구 광덕대로 267,경기도 안산시 단원구 고잔동 523-1,N,8,9,1,1,0,0,11,1,0,관리소장,,00:00~24:00,,37.32045080,126.83000120,2019-08-01
"공중화장실",대우마이빌,경기도 안산시 단원구 고잔로 23-12,경기도 안산시 단원구 고잔동 523-6,N,2,5,0,0,0,0,3,0,0,관리소장,,00:00~24:00,,37.32050075,126.82930150,2019-08-01
"공중화장실",벨라지움오피스텔,경기도 안산시 단원구 화랑로 398,경기도 안산시 단원구 고잔동 527-1,N,1,3,1,1,0,0,2,1,0,관리소장,,00:00~24:00,,37.32072250,126.83201800,2019-08-01
"공중화장실",브라이튼오피스텔,경기도 안산시 상록구 광덕1로 354,경기도 안산시 상록구 이동 717-5,N,2,2,0,0,0,0,2,0,0,관리소장,,00:00~24:00,,37.30663753,126.84924030,2019-08-01
"공중화장실",국민은행,경기도 안산시 단원구 고잔로 64,경기도 안산시 단원구 고잔동 530,N,7,11,1,1,0,0,7,1,0,국민은행,,00:00~24:00,,37.31901402,126.83306790,2019-08-01
"공중화장실",반월농협 하나로마트,경기도 안산시 상록구 건건로 37,경기도 안산시 상록구 건건동 636-6,N,6,9,0,0,0,0,6,0,0,금융기관,,00:00~24:00,,37.30482177,126.90125780,2019-08-01
"공중화장실",서해주유소,경기도 안산시 단원구 시흥대로 10,경기도 안산시 단원구 선부동 64-2,N,2,2,0,0,0,0,2,0,0,김영기,,00:00~24:00,,37.34454064,126.79546881,2019-08-01
"공중화장실",다복주유소,경기도 안산시 단원구 시흥대로 128,경기도 안산시 단원구 선부동 187-3,N,2,2,0,0,0,0,2,0,0,김영종,,00:00~24:00,,37.35283809,126.80229063,2019-08-01
"공중화장실",(주)칠오와동주유소,경기도 안산시 단원구 순환로 375,경기도 안산시 단원구 와동 56,N,2,2,0,0,0,0,2,0,0,김형국,,00:00~24:00,,37.34451610,126.83168210,2019-08-01
"공중화장실",안산농협 하나로마트,경기도 안산시 상록구 예술광장로 75,경기도 안산시 상록구 성포동 593-1,N,8,12,0,0,0,0,8,0,0,농협,,00:00~24:00,,37.32750579,126.84432340,2019-08-01
"공중화장실",농협안산시지부,경기도 안산시 단원구 광덕대로 258,경기도 안산시 단원구 고잔동 527-5,N,9,12,0,0,0,0,9,0,0,농협안산시지부,,00:00~24:00,,37.31952310,126.83145795,2019-08-01
"공중화장실",군자농업협동조합,경기도 안산시 단원구 선부광장1로 88,경기도 안산시 단원구 선부동 1076-8,N,7,9,0,0,0,0,7,0,0,농협조합장,,00:00~24:00,,37.33481600,126.81278170,2019-08-01
"공중화장실",안산시건강가정지원센타,경기도 안산시 단원구 광덕2로 249,경기도 안산시 단원구 고잔동 766-1,N,2,2,1,1,0,0,2,1,0,단원구청장(주민복지과장),,00:00~24:00,,37.30954100,126.83821370,2019-08-01
"공중화장실",단원구청사,경기도 안산시 단원구 중앙대로 685,경기도 안산시 단원구 초지동 666-2,N,9,12,0,0,0,0,10,0,0,단원구청장(행정지원과장),,00:00~24:00,,37.31977853,126.81175480,2019-08-01
"공중화장실",단원보건소,경기도 안산시 단원구 화랑로 387,경기도 안산시 단원구 고잔동 515,N,6,10,4,4,0,0,11,2,1,단원보건소장(보건행정과장),,00:00~24:00,,37.32213116,126.83024270,2019-08-01
"공중화장실",으뜸재활의학병원,경기도 안산시 상록구 용신로 352,경기도 안산시 상록구 본오동 878-3,N,7,6,0,0,0,0,8,0,0,대선의료재단,,00:00~24:00,,37.30153418,126.86110490,2019-08-01
"공중화장실",루씨어린이집,경기도 안산시 상록구 각골로5안길 10-9,경기도 안산시 상록구 본오동 1138-1,N,0,0,0,0,0,0,0,0,0,루씨동창회,,00:00~24:00,,37.30004710,126.87512720,2019-08-01
"공중화장실",안산 문화예술의전당,경기도 안산시 단원구 적금로1길 11,경기도 안산시 단원구 고잔동 520-2,N,55,59,5,5,0,0,60,5,0,문화예술의전당관장,,00:00~24:00,,37.31825450,126.82732310,2019-08-01
"공중화장실",튼튼병원,경기도 안산시 상록구 도매시장로 2,경기도 안산시 상록구 이동 593,N,10,10,2,2,0,0,10,2,0,박진수,,00:00~24:00,,37.30770281,126.85673540,2019-08-01
"공중화장실",대상주유소,경기도 안산시 단원구 순환로 157,경기도 안산시 단원구 선부동 459-1,N,2,2,0,0,0,0,2,0,0,박진승,,00:00~24:00,,37.34980681,126.80871870,2019-08-01
"공중화장실",반월농업협동조합 안산지점,경기도 안산시 상록구 용신로 347,경기도 안산시 상록구 본오동 877-13,N,6,9,0,0,0,0,6,0,0,반월농협,,00:00~24:00,,37.30213920,126.86064290,2019-08-01
"공중화장실",반월동주민센터,경기도 안산시 상록구 건건로 51,경기도 안산시 상록구 건건동 641-2,N,6,9,0,0,0,0,9,0,0,반월동장,,00:00~24:00,,37.30605154,126.90216760,2019-08-01
"공중화장실",수원지방법원 안산지점,경기도 안산시 단원구 광덕서로 73,경기도 안산시 단원구 고잔동 711,N,44,54,20,20,0,0,44,10,0,법무부,,00:00~24:00,,37.31102803,126.82610740,2019-08-01
"공중화장실",온누리병원,경기도 안산시 단원구 선부로 201,경기도 안산시 단원구 선부동 1087-27,N,17,32,7,7,0,0,25,7,0,병원장,,00:00~24:00,,37.34193489,126.81751361,2019-08-01
"공중화장실",한도병원,경기도 안산시 단원구 선부광장로 103,경기도 안산시 단원구 선부동 1071-1,N,17,31,1,1,0,0,35,1,0,병원장,,00:00~24:00,,37.33401800,126.80761370,2019-08-01
