"구분",화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치년도,위도,경도,데이터기준일자
"공중화장실",상록수공원,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,N,4,6,2,2,0,0,6,1,0,안산시,,00:00~24:00,,37.29960480,126.86273170,2019-08-01
"공중화장실",석호공원(관리소),경기도 안산시 상록구 석호공원로 1,경기도 안산시 상록구 사동 1583,N,3,3,1,1,0,0,6,1,0,안산시,,00:00~24:00,,37.30239900,126.84396222,2019-08-01
"공중화장실",노적봉공원(수련관야외무대옆),경기도 안산시 상록구 삼일로 696,경기도 안산시 상록구 성포동 214-1,N,3,5,2,2,0,0,5,1,0,안산시,,00:00~24:00,,37.32625264,126.85326856,2019-08-01
"공중화장실",노적봉공원(자연체험학습장),경기도 안산시 상록구 삼일로 696,경기도 안산시 상록구 성포동 214-1,N,0,1,0,0,0,0,1,0,0,안산시,,00:00~24:00,,37.32625264,126.85326856,2019-08-01
"공중화장실",와동공원2,경기도 안산시 단원구 와동공원로 109,경기도 안산시 단원구 와동 813-1,N,1,1,0,0,0,0,1,0,0,안산시,,00:00~24:00,,37.34001816,126.82030337,2019-08-01
"공중화장실",성호공원(2구역)이동기념관옆,경기도 안산시 상록구 안산대학로 114,경기도 안산시 상록구 일동 615,N,2,4,0,0,0,0,3,0,0,안산시,,00:00~24:00,,37.30992279,126.87034730,2019-08-01
"공중화장실",성호공원(2구역)이동식물원옆,경기도 안산시 상록구 안산대학로 114,경기도 안산시 상록구 일동 615,N,3,7,0,0,0,0,8,0,0,안산시,,00:00~24:00,,37.30992279,126.87034730,2019-08-01
"공중화장실",성어공원,경기도 안산시 상록구 고잔로 162,경기도 안산시 상록구 성포동 589,N,1,0,0,0,0,0,1,0,0,안산시,,00:00~24:00,,37.31843600,126.84430200,2019-08-01
"공중화장실",와동공원1,경기도 안산시 단원구 와동공원로 109,경기도 안산시 단원구 와동 813-1,N,3,3,1,1,0,0,6,1,0,안산시,,00:00~24:00,,37.34001816,126.82030337,2019-08-01
"공중화장실",반월공원,경기도 안산시 상록구 오목로 104,경기도 안산시 상록구 본오동 723,N,3,4,1,1,0,0,3,1,0,안산시,,00:00~24:00,,37.28986990,126.86955167,2019-08-01
"공중화장실",성포공원,경기도 안산시 상록구 성포로 6,경기도 안산시 상록구 성포동 582,N,3,2,0,0,0,0,3,0,0,안산시,,00:00~24:00,,37.32261989,126.84223249,2019-08-01
"공중화장실",성호공원(2구역)이동식물원,경기도 안산시 상록구 안산대학로 114,경기도 안산시 상록구 일동 615,N,2,3,1,1,1,0,2,1,0,안산시,,00:00~24:00,,37.30992279,126.87034730,2019-08-01
"공중화장실",안산 보둠이나눔이 어린이집,경기도 안산시 단원구 신길중앙로 17,경기도 안산시 단원구 신길동 1384-11,N,0,2,5,5,0,0,1,9,0,안산시,,00:00~24:00,,37.33806628,126.76196990,2019-08-01
"공중화장실",안산여성근로자복지센터,경기도 안산시 단원구 원본로3길 28,경기도 안산시 단원구 원곡동 758,N,0,0,0,0,0,0,0,0,0,안산시,,00:00~24:00,,37.33211509,126.79521890,2019-08-01
"공중화장실",행복예절관,경기도 안산시 단원구 보배2길 64-8,경기도 안산시 단원구 고잔동 620,N,2,1,1,1,0,0,4,1,0,안산시,,00:00~24:00,,37.33248770,126.83217845,2019-08-01
"공중화장실",민방위교육장,경기도 안산시 상록구 예술광장1로 32,경기도 안산시 상록구 월피동 445-13,N,9,17,0,0,0,0,9,0,0,안산시,,00:00~24:00,,37.32961300,126.84598810,2019-08-01
"공중화장실",상록수체육관,경기도 안산시 상록구 용신로 422,경기도 안산시 상록구 본오동 1111-20,N,14,16,7,7,0,0,36,3,0,안산시,,00:00~24:00,,37.30095518,126.86857606,2019-08-01
"공중화장실",안산시청소년수련관,경기도 안산시 상록구 삼일로 696,경기도 안산시 상록구 성포동 214-1,N,7,16,1,1,1,0,15,1,1,안산시,,00:00~24:00,,37.32625264,126.85326856,2019-08-01
"공중화장실",일동청소년문화의집,경기도 안산시 상록구 충장로6길 22-3,경기도 안산시 상록구 이동 596-6,N,3,3,0,0,0,0,3,0,0,안산시,,00:00~24:00,,37.30841909,126.85894470,2019-08-01
"공중화장실",종현어촌체험마을,경기도 안산시 단원구 구봉길 240,경기도 안산시 단원구 대부북동 1870-37,N,4,8,1,1,0,0,8,1,0,안산시,,00:00~24:00,,37.28047795,126.54764284,2019-08-01
"공중화장실",중부흥 어민복지회관,경기도 안산시 단원구 부흥로 166,경기도 안산시 단원구 대부남동 129,N,1,1,2,2,0,0,1,1,0,안산시,,00:00~24:00,,37.22181571,126.59302620,2019-08-01
"공중화장실",상동 어민 복지회관,경기도 안산시 단원구 장골길 18,경기도 안산시 단원구 대부북동 215-1,N,0,0,0,0,0,0,0,0,0,안산시,,00:00~24:00,,37.24374189,126.58120957,2019-08-01
"공중화장실",대부도 배모양 공중화장실,경기도 안산시 단원구 대부황금로 1432,경기도 안산시 단원구 대부북동 1849-30,N,2,3,2,2,0,0,6,1,0,안산시,,00:00~24:00,,37.28395661,126.57006669,2019-08-01
"공중화장실",원곡본동주민센터(구),경기도 안산시 단원구 원본로 15,경기도 안산시 단원구 원곡동 746-6,N,2,2,0,0,0,0,3,1,0,안산시,,00:00~24:00,,37.33120977,126.79172380,2019-08-01
"공중화장실",안산시정신보건센타,경기도 안산시 단원구 화랑로 387,경기도 안산시 단원구 고잔동 515,N,3,4,0,0,0,0,4,0,0,안산시,,00:00~24:00,,37.32213116,126.83024270,2019-08-01
"공중화장실",안산S/W지원센터,경기도 안산시 단원구 연수원로 104-14,경기도 안산시 단원구 원곡동 643-7,N,6,6,0,0,0,0,5,0,0,안산시,,00:00~24:00,,37.32161950,126.80125080,2019-08-01
"공중화장실",안산시청사,경기도 안산시 단원구 화랑로 387,경기도 안산시 단원구 고잔동 515,N,39,58,26,26,0,0,46,11,0,안산시,,00:00~24:00,,37.32213116,126.83024270,2019-08-01
"공중화장실",안산시청 별관,경기도 안산시 단원구 중앙대로 839,경기도 안산시 단원구 고잔동 526-2,N,10,5,10,10,0,0,15,5,0,안산시,,00:00~24:00,,37.31761690,126.82963670,2019-08-01
"공중화장실",초지동주민센터(구),경기도 안산시 단원구 동산로 253,경기도 안산시 단원구 초지동 606-1,N,1,1,2,2,0,0,1,1,0,안산시,,00:00~24:00,,37.32473123,126.80856070,2019-08-01
"공중화장실",차량등록사업소,경기도 안산시 단원구 선부광장1로 6,경기도 안산시 단원구 선부동 1070-10,N,6,8,0,0,0,0,6,0,0,안산시차량등록사업소장,,00:00~24:00,,37.33485073,126.80713850,2019-08-01
"공중화장실",안산유통상가1차,경기도 안산시 단원구 산단로 342,경기도 안산시 단원구 원곡동 994-5,N,331,357,0,0,0,0,325,0,0,안산유통상가사업협동조합,,00:00~24:00,,37.32541232,126.78658930,2019-08-01
"공중화장실",안산유통상가2차,경기도 안산시 단원구 산단로 348,경기도 안산시 단원구 원곡동 994,N,82,76,3,3,0,0,77,3,0,안산유통상가사업협동조합,,00:00~24:00,,37.32642260,126.78640129,2019-08-01
"공중화장실",안산제일종합시장,경기도 안산시 단원구 선이로 14,경기도 안산시 단원구 선부동 1028,N,33,66,0,0,0,0,35,0,0,안산제1종합시장사업협동조합,,00:00~24:00,,37.34230890,126.80362970,2019-08-01
"공중화장실",전기시험연구소,경기도 안산시 상록구 항가울로 111,경기도 안산시 상록구 사동 1271-19,N,30,40,8,8,0,0,30,8,0,연구소장,,00:00~24:00,,37.29078240,126.84265560,2019-08-01
"공중화장실",중소기업진흥공단연수원,경기도 안산시 단원구 연수원로 87,경기도 안산시 단원구 원곡동 931,N,65,77,0,0,0,0,36,1,0,연수원장,,00:00~24:00,,37.31909203,126.79761363,2019-08-01
"공중화장실",안산의류상설할인매장(A동),경기도 안산시 상록구 삼리로 45,경기도 안산시 상록구 사동 1530,N,14,15,5,5,0,0,14,5,0,영보BS,,00:00~24:00,,37.30494250,126.84466420,2019-08-01
"공중화장실",안산의류상설할인매장(B동),경기도 안산시 상록구 삼리로 49,경기도 안산시 상록구 사동 1531,N,12,15,5,5,0,0,12,5,0,영보BS,,00:00~24:00,,37.30493960,126.84617070,2019-08-01
"공중화장실",와동주민센터,경기도 안산시 단원구 선부로 273,경기도 안산시 단원구 와동 280-1,N,6,6,2,2,0,0,6,3,0,와동장,,00:00~24:00,,37.34172680,126.82557120,2019-08-01
"공중화장실",우경조병원,경기도 안산시 단원구 중앙대로 861,경기도 안산시 단원구 고잔동 531-4,N,11,12,2,2,0,0,13,1,0,우경조,,00:00~24:00,,37.31731628,126.83209240,2019-08-01
"공중화장실",고잔1동우체국,경기도 안산시 단원구 광덕2로 186,경기도 안산시 단원구 고잔동 773-10,N,0,0,2,2,0,0,0,1,0,우정사업국,,00:00~24:00,,37.30942212,126.83134150,2019-08-01
"공중화장실",고잔2동우체국,경기도 안산시 단원구 예술대학로 74,경기도 안산시 단원구 고잔동 672-4,N,0,0,0,0,0,0,0,0,0,우정사업국,,00:00~24:00,,37.32360830,126.83755497,2019-08-01
"공중화장실",안산우체국,경기도 안산시 단원구 중앙대로 815,경기도 안산시 단원구 고잔동 521-2,N,6,13,0,0,0,0,9,0,0,우체국장,,00:00~24:00,,37.31771860,126.82699020,2019-08-01
"공중화장실",선부동우체국,경기도 안산시 단원구 선부광장1로 138,경기도 안산시 단원구 선부동 1077-11,N,0,0,1,1,0,0,0,0,0,우체국장,,00:00~24:00,,37.33195445,126.81023950,2019-08-01
"공중화장실",원곡1동주민센터,경기도 안산시 단원구 원선로 31,경기도 안산시 단원구 원곡동 821-1,N,1,2,0,0,0,0,3,1,0,원곡1동장,,00:00~24:00,,37.32791733,126.79691298,2019-08-01
"공중화장실",원곡2동주민센터,경기도 안산시 단원구 원선로 91,경기도 안산시 단원구 원곡동 936-5,N,4,6,2,2,0,0,4,1,0,원곡2동장,,00:00~24:00,,37.33163230,126.80183174,2019-08-01
"공중화장실",원곡본동 주민센터,경기도 안산시 단원구 부부로 55,경기도 안산시 단원구 원곡동 991-3,N,8,8,2,2,0,0,13,1,0,원곡본동장,,00:00~24:00,,37.33328776,126.79086060,2019-08-01
"공중화장실",㈜반월가스공업,경기도 안산시 상록구 삼천리5길 24-5,경기도 안산시 상록구 건건동 142-1,N,2,2,0,0,0,0,2,0,0,원전에너지,,00:00~24:00,,37.31472578,126.90106434,2019-08-01
"공중화장실",월드상가2동,경기도 안산시 상록구 본삼로 38,경기도 안산시 상록구 본오동 872,N,2,4,0,0,0,0,4,0,0,월드상가번영회,,00:00~24:00,,37.30069788,126.86414160,2019-08-01
"공중화장실",월드상가1동,경기도 안산시 상록구 본삼로 38,경기도 안산시 상록구 본오동 872,N,5,8,0,0,0,0,6,0,0,월드상가번영회,,00:00~24:00,,37.30069788,126.86414160,2019-08-01
"공중화장실",월드프라자,경기도 안산시 상록구 본삼로 38,경기도 안산시 상록구 본오동 872,N,10,20,0,0,0,0,15,0,0,월드상가번영회,,00:00~24:00,,37.30069788,126.86414160,2019-08-01
"공중화장실",월피동주민센터,경기도 안산시 상록구 시낭북로 4,경기도 안산시 상록구 부곡동 738,N,3,6,0,0,0,0,6,0,0,월피동장,,00:00~24:00,,37.33370313,126.85683335,2019-08-01
"공중화장실",한남법조타운,경기도 안산시 단원구 광덕서로 82,경기도 안산시 단원구 고잔동 707-4,N,18,24,0,0,0,0,19,0,0,윤성일,,00:00~24:00,,37.31190850,126.82780639,2019-08-01
"공중화장실",이동주민센터,경기도 안산시 상록구 이동로 46,경기도 안산시 상록구 이동 578-12,N,8,10,4,4,0,0,14,4,0,이동장,,00:00~24:00,,37.30542190,126.86083820,2019-08-01
"공중화장실",상록수병원,경기도 안산시 상록구 선암로 40,경기도 안산시 상록구 본오동 948-11,N,5,4,0,0,0,0,7,0,0,이장환,,00:00~24:00,,37.28844530,126.86312980,2019-08-01
"공중화장실",일동 주민센터,경기도 안산시 상록구 성호로 53,경기도 안산시 상록구 일동 706-3,N,4,4,8,8,0,0,8,2,0,일동장,,00:00~24:00,,37.31032689,126.86613060,2019-08-01
"공중화장실",서안산주유소,경기도 안산시 단원구 시흥대로 65,경기도 안산시 단원구 선부동 150-5,N,2,2,0,0,0,0,2,0,0,임옥경,,00:00~24:00,,37.34962780,126.79648432,2019-08-01
"공중화장실",신안코아,경기도 안산시 상록구 반석로 44 (본오동),"경기도 안산시 상록구 본오동 871,신안1차아파트",N,12,12,0,0,0,0,12,0,0,입점자대표,,00:00~24:00,,37.29504081,126.86457590,2019-08-01
"공중화장실",안산법조타운,경기도 안산시 단원구 광덕서로 86,경기도 안산시 단원구 고잔동 707,N,39,42,1,1,0,0,40,1,0,전창길,,00:00~24:00,,37.31230984,126.82770030,2019-08-01
"공중화장실",삼영빌딩,경기도 안산시 단원구 광덕서로 68,경기도 안산시 단원구 고잔동 710-1,N,12,12,0,0,0,0,12,0,0,전황제,,00:00~24:00,,37.31083538,126.82741550,2019-08-01
"공중화장실",GS공단주유소,경기도 안산시 단원구 산단로 313,경기도 안산시 단원구 신길동 1230,N,1,1,2,2,0,0,1,1,0,㈜GS,,00:00~24:00,,37.32285331,126.78654685,2019-08-01
"공중화장실",SK고잔주유소,경기도 안산시 단원구 적금로 114,경기도 안산시 단원구 고잔동 519-2,N,1,2,0,0,0,0,2,0,0,㈜SK,,00:00~24:00,,37.31831588,126.82630274,2019-08-01
"공중화장실",한양주유소,경기도 안산시 단원구 화정천서로 507,경기도 안산시 단원구 선부동 1087-18,N,1,1,0,0,0,0,0,0,0,㈜SK,,00:00~24:00,,37.34222210,126.81760761,2019-08-01
"공중화장실",거풍스카이팰리스,경기도 안산시 단원구 당곡로 11,경기도 안산시 단원구 고잔동 530-2,N,8,8,0,0,0,0,12,0,0,㈜거풍건설,,00:00~24:00,,37.31830752,126.83301761,2019-08-01
"공중화장실",골든빌오피스텔,경기도 안산시 단원구 광덕대로 206,경기도 안산시 단원구 고잔동 724,N,5,8,1,1,0,0,5,1,0,㈜골든빌,,00:00~24:00,,37.31470083,126.83120440,2019-08-01
"공중화장실",극동에너지,경기도 안산시 단원구 선이로 39,경기도 안산시 단원구 선부동 1015,N,0,0,0,0,0,0,0,0,0,㈜극동에너지,,00:00~24:00,,37.34345405,126.80077590,2019-08-01
"공중화장실",남양빌딩,경기도 안산시 단원구 중앙대로 927,경기도 안산시 단원구 고잔동 541-2,N,14,21,0,0,0,0,21,0,0,㈜남양건설,,00:00~24:00,,37.31712721,126.83951700,2019-08-01
"공중화장실",블루빌타운,경기도 안산시 단원구 화랑로 408,경기도 안산시 단원구 고잔동 528,N,4,4,0,0,0,0,4,0,0,㈜대우건설,,00:00~24:00,,37.32075950,126.83304460,2019-08-01
"공중화장실",선부주유소,경기도 안산시 단원구 선부로 81,경기도 안산시 단원구 선부동 1028-11,N,1,1,0,0,0,0,1,0,0,㈜대지석유,,00:00~24:00,,37.34134752,126.80405866,2019-08-01
"공중화장실",한대역주유소,경기도 안산시 상록구 광덕4로 357,경기도 안산시 상록구 이동 622-2,N,1,2,1,1,0,0,1,1,0,㈜대한석유,,00:00~24:00,,37.31152648,126.85064849,2019-08-01
"공중화장실",부원프라자,경기도 안산시 단원구 광덕4로 180,경기도 안산시 단원구 고잔동 724-4,N,18,24,6,6,0,0,18,6,0,㈜동방엘엔씨,,00:00~24:00,,37.31463796,126.83260720,2019-08-01
"공중화장실",동서코아,경기도 안산시 단원구 중앙대로 921,경기도 안산시 단원구 고잔동 541-1,N,8,12,0,0,0,0,8,0,0,㈜동서유통,,00:00~24:00,,37.31711840,126.83894160,2019-08-01
"공중화장실",롯데프라자,경기도 안산시 단원구 중앙대로 899,경기도 안산시 단원구 고잔동 537-4,N,10,15,0,0,0,0,10,0,0,㈜롯데건설,,00:00~24:00,,37.31725100,126.83638010,2019-08-01
"공중화장실",다농마트,경기도 안산시 상록구 예술광장로 1,경기도 안산시 상록구 월피동 445,N,33,44,2,2,0,0,31,2,0,㈜민주산업,,00:00~24:00,,37.32836032,126.84423792,2019-08-01
"공중화장실",밀레니엄1차,경기도 안산시 단원구 광덕대로 141,경기도 안산시 단원구 고잔동 717-1,N,19,22,0,0,0,0,22,0,0,㈜삼성종합관리,,00:00~24:00,,37.30903124,126.82890850,2019-08-01
"공중화장실",밀레니엄2차,경기도 안산시 단원구 광덕대로 137,경기도 안산시 단원구 고잔동 717-2,N,16,16,0,0,0,0,16,0,0,㈜삼성종합관리,,00:00~24:00,,37.30874870,126.82891460,2019-08-01
"공중화장실",홈플러스 안산점,경기도 안산시 상록구 충장로 432,경기도 안산시 상록구 성포동 586,N,32,45,0,0,0,0,32,0,0,㈜삼성테스코,,00:00~24:00,,37.31720951,126.85010024,2019-08-01
"공중화장실",웅신아트프라자,경기도 안산시 단원구 광덕대로 161,경기도 안산시 단원구 고잔동 708,N,25,20,0,0,0,0,10,0,0,㈜석우종합건설,,00:00~24:00,,37.31092363,126.82910030,2019-08-01
"공중화장실",우남센스빌,경기도 안산시 상록구 상록수로 16,경기도 안산시 상록구 본오동 877-5,N,4,6,0,0,0,0,4,0,0,㈜선진ENG,,00:00~24:00,,37.30234405,126.86152060,2019-08-01
"공중화장실",골든게이트빌오피스텔,경기도 안산시 단원구 고잔1길 69,경기도 안산시 단원구 고잔동 539-12,N,12,6,0,0,0,0,12,0,0,㈜세경종합,,00:00~24:00,,37.31820130,126.84140840,2019-08-01
"공중화장실",신세기빌딩,경기도 안산시 단원구 고잔2길 59,경기도 안산시 단원구 고잔동 540-16,N,17,27,0,0,0,0,13,0,0,㈜세기건설,,00:00~24:00,,37.31770460,126.83771210,2019-08-01
"공중화장실",에머랄드빌딩,경기도 안산시 단원구 고잔2길 16,경기도 안산시 단원구 고잔동 531-2,N,12,18,0,0,0,0,12,0,0,㈜신성,,00:00~24:00,,37.31763336,126.83282600,2019-08-01
"공중화장실",일번지빌딩,경기도 안산시 단원구 광덕대로 146,경기도 안산시 단원구 고잔동 772,N,30,15,0,0,0,0,15,0,0,㈜신성개발,,00:00~24:00,,37.30943082,126.83063360,2019-08-01
"공중화장실",신원프라자,경기도 안산시 단원구 화랑로 402,경기도 안산시 단원구 고잔동 527-8,N,2,3,0,0,0,0,3,0,0,㈜신원,,00:00~24:00,,37.32070450,126.83242520,2019-08-01
"공중화장실",로진프라자,경기도 안산시 단원구 광덕동로 39,경기도 안산시 단원구 고잔동 775-4,N,24,18,0,0,0,0,18,0,0,㈜신하종합건설,,00:00~24:00,,37.30792268,126.83204710,2019-08-01
"공중화장실",영풍맘모스프라자,경기도 안산시 단원구 고잔로 76,경기도 안산시 단원구 고잔동 533-3,N,14,21,0,0,0,0,28,0,0,㈜영풍건설,,00:00~24:00,,37.31880560,126.83485410,2019-08-01
"공중화장실",월드코아,경기도 안산시 단원구 중앙대로 915,경기도 안산시 단원구 고잔동 541-4,N,17,25,0,0,0,0,18,0,0,㈜월드비전,,00:00~24:00,,37.31711774,126.83824210,2019-08-01
"공중화장실",베스코아트빌,경기도 안산시 상록구 광덕산안길 14,경기도 안산시 상록구 월피동 508-3,N,4,6,0,0,0,0,4,0,0,㈜유림종합개발,,00:00~24:00,,37.33481309,126.84435320,2019-08-01
"공중화장실",GS안산스타주유소,경기도 안산시 단원구 달미로 72,경기도 안산시 단원구 선부동 1087,N,2,2,0,0,0,0,2,0,0,주유소,,00:00~24:00,,37.34222500,126.81553106,2019-08-01
"공중화장실",SK제이주유소,경기도 안산시 단원구 선부광장로 33,경기도 안산시 단원구 선부동 1076-16,N,1,2,0,0,0,0,2,0,0,주유소,,00:00~24:00,,37.33593089,126.81091630,2019-08-01
"공중화장실",삼정주유소,경기도 안산시 단원구 삼일로 122,경기도 안산시 단원구 원곡동 960,N,1,2,0,0,0,0,1,0,0,주유소장,,00:00~24:00,,37.33451854,126.79187605,2019-08-01
"공중화장실",만해주유소,경기도 안산시 단원구 만해로 92,경기도 안산시 단원구 신길동 283-2,N,2,2,0,0,0,0,1,0,0,주유소장,,00:00~24:00,,37.32852627,126.74979275,2019-08-01
"공중화장실",서안산IC주유소,경기도 안산시 단원구 중앙대로 224,경기도 안산시 단원구 신길동 216-141,N,2,2,0,0,0,0,2,0,0,주유소장,,00:00~24:00,,37.33439176,126.76643309,2019-08-01
"공중화장실",뉴코아아울렛,경기도 안산시 단원구 당곡로 20,경기도 안산시 단원구 고잔동 533,N,18,30,2,2,0,0,45,1,0,㈜이랜드,,00:00~24:00,,37.31875720,126.83373730,2019-08-01
"공중화장실",2001아울렛B관,경기도 안산시 단원구 광덕대로 194,경기도 안산시 단원구 고잔동 725-1,N,26,40,0,0,0,0,40,0,0,㈜이랜드,,00:00~24:00,,37.31342070,126.83100590,2019-08-01
"공중화장실",경기테크노파크,경기도 안산시 상록구 해안로 705,경기도 안산시 상록구 사동 1271-11,N,20,25,4,4,0,0,20,4,0,㈜재단법인테크노파크,,00:00~24:00,,37.29087212,126.83000174,2019-08-01
"공중화장실",중앙오피스텔,경기도 안산시 단원구 고잔로 55,경기도 안산시 단원구 고잔동 527-9,N,4,4,0,0,0,0,4,0,0,㈜중앙건설,,00:00~24:00,,37.31950314,126.83230270,2019-08-01
"공중화장실",중앙노블레스,경기도 안산시 단원구 예술대학로 17,경기도 안산시 단원구 고잔동 534-3,N,36,45,1,1,0,0,36,1,0,㈜중앙건설,,00:00~24:00,,37.31869084,126.83651861,2019-08-01
"공중화장실",진양빌딩,경기도 안산시 단원구 당곡로 9,경기도 안산시 단원구 고잔동 530-3,N,4,4,0,0,0,0,4,0,0,㈜진양빌딩,,00:00~24:00,,37.31792105,126.83291010,2019-08-01
"공중화장실",훼미리프라자,경기도 안산시 단원구 선부광장1로 72,경기도 안산시 단원구 선부동 1076-5,N,15,15,0,0,0,0,15,0,0,㈜진일,,00:00~24:00,,37.33571270,126.81221430,2019-08-01
"공중화장실",코스모프라자,경기도 안산시 단원구 고잔2길 45,경기도 안산시 단원구 고잔동 535-2,N,10,15,1,1,0,0,10,1,0,㈜코스모,,00:00~24:00,,37.31791898,126.83610061,2019-08-01
"공중화장실",안산시교통정보센타,경기도 안산시 상록구 항가울로 200,경기도 안산시 상록구 사동 1586-3,N,15,20,1,1,0,0,15,1,0,㈜한국건설관리공사,,00:00~24:00,,37.29828480,126.84499022,2019-08-01
"공중화장실",한양빌딩,경기도 안산시 단원구 중앙대로 855,경기도 안산시 단원구 고잔동 531-5,N,0,0,0,0,0,0,0,0,0,㈜한양건설,,00:00~24:00,,37.31742234,126.83143890,2019-08-01
"공중화장실",해양빌딩,경기도 안산시 단원구 중앙대로 937,경기도 안산시 단원구 고잔동 542-4,N,19,20,2,2,0,0,19,1,0,㈜해양건설,,00:00~24:00,,37.31702458,126.84090480,2019-08-01
"공중화장실",대우마이홈,경기도 안산시 상록구 충장로 232,경기도 안산시 상록구 본오동 877-14,N,1,3,0,0,0,0,2,0,0,㈜현대하우징,,00:00~24:00,,37.30211723,126.86021260,2019-08-01
"공중화장실",홈플러스,경기도 안산시 단원구 삼일로 316,경기도 안산시 단원구 선부동 1077-1,N,4,6,2,2,0,0,9,1,0,㈜홈플러스,,00:00~24:00,,37.33373440,126.81254650,2019-08-01
"공중화장실",안산터미널,경기도 안산시 상록구 충장로 427,경기도 안산시 상록구 성포동 590,N,13,16,3,3,0,0,18,2,0,㈜화성,,00:00~24:00,,37.31678993,126.84892330,2019-08-01
"공중화장실",중앙도서관,경기도 안산시 단원구 안산천남로 14,경기도 안산시 단원구 고잔동 721,N,20,19,5,5,0,0,20,5,0,중앙도서관장,,00:00~24:00,,37.30455330,126.82136246,2019-08-01
"공중화장실",단원어린이도서관,경기도 안산시 단원구 화정로 30,경기도 안산시 단원구 초지동 667-3,N,5,5,6,6,0,0,6,3,0,중앙도서관장,,00:00~24:00,,37.33110589,126.81602800,2019-08-01
"공중화장실",SK중앙주유소,경기도 안산시 단원구 화정로 96,경기도 안산시 단원구 와동 852,N,1,2,0,0,0,0,2,0,0,중앙주유소,,00:00~24:00,,37.33271965,126.82252520,2019-08-01
"공중화장실",고잔지구대,경기도 안산시 단원구 화랑로 387,경기도 안산시 단원구 고잔동 515,N,0,0,0,0,0,0,0,0,0,지구대장,,00:00~24:00,,37.32213116,126.83024270,2019-08-01
"공중화장실",선부지구대,경기도 안산시 단원구 선부광장1로 150,경기도 안산시 단원구 선부동 1072-5,N,1,1,0,0,0,0,1,0,0,지구대장,,00:00~24:00,,37.33203205,126.80910950,2019-08-01
"공중화장실",GS하이웨이점주유소,경기도 안산시 상록구 안산천서로 263,경기도 안산시 상록구 월피동 482-1,N,2,2,0,0,0,0,2,0,0,지에스칼텍스㈜하이웨이,,00:00~24:00,,37.33688720,126.84943825,2019-08-01
"공중화장실",대한생명,경기도 안산시 단원구 화랑로 396,경기도 안산시 단원구 고잔동 527,N,21,28,0,0,0,0,27,0,0,지점장,,00:00~24:00,,37.32082122,126.83160040,2019-08-01
"공중화장실",초지동 주민센터,경기도 안산시 단원구 초지동로 67,경기도 안산시 단원구 초지동 728-1,N,4,4,0,0,0,0,4,2,0,초지동장,,00:00~24:00,,37.30997610,126.81682700,2019-08-01
"공중화장실",치항병원,경기도 안산시 단원구 고잔2길 2,경기도 안산시 단원구 고잔동 531,N,10,10,2,2,0,0,10,1,0,치항병원,,00:00~24:00,,37.31771398,126.83128070,2019-08-01
"공중화장실",사랑의병원,경기도 안산시 상록구 예술광장로 69,경기도 안산시 상록구 성포동 593-4,N,31,4,0,0,0,0,8,0,0,칠석의료재단,,00:00~24:00,,37.32701311,126.84474210,2019-08-01
"공중화장실",하이마트,경기도 안산시 단원구 광덕대로 198,경기도 안산시 단원구 고잔동 725,N,9,9,2,2,0,0,9,1,0,하이마트,,00:00~24:00,,37.31411510,126.83101770,2019-08-01
"공중화장실",서울예술대학,경기도 안산시 단원구 예술대학로 171,경기도 안산시 단원구 고잔동 640,N,78,85,4,4,0,0,94,5,0,학교법인동랑예술원,,00:00~24:00,,37.33341336,126.83624070,2019-08-01
"공중화장실",근로자시민문화센터,경기도 안산시 단원구 선부광장로 47,경기도 안산시 단원구 선부동 1076-9,N,16,15,0,0,2,0,15,0,2,한국노총안산지부,,00:00~24:00,,37.33461870,126.81221407,2019-08-01
"공중화장실",한국농어촌공사,경기도 안산시 상록구 해안로 870,경기도 안산시 상록구 사동 1031-7,N,4,6,0,0,0,0,4,0,0,한국농어촌공사,,00:00~24:00,,37.28078496,126.84370005,2019-08-01
"공중화장실",한국농어촌공사화안사업단,경기도 안산시 단원구 적금로1길 17,경기도 안산시 단원구 고잔동 524-3,N,13,14,1,1,0,0,11,1,0,한국농어촌공사화안사업단장,,00:00~24:00,,37.31824420,126.82812153,2019-08-01
"공중화장실",안산시험연구센타,경기도 안산시 상록구 해안로 723,경기도 안산시 상록구 사동 1271-12,N,16,24,2,2,0,0,16,2,0,한국산업기술시험원,,00:00~24:00,,37.29220464,126.83181221,2019-08-01
"공중화장실",한국전력공사안산지점사옥,경기도 안산시 단원구 원고잔로 25,경기도 안산시 단원구 고잔동 518-1,N,14,19,1,1,0,0,14,1,0,한국전력안산지사장,,00:00~24:00,,37.32067813,126.82736233,2019-08-01
"공중화장실",고잔역,경기도 안산시 단원구 중앙대로 784,경기도 안산시 단원구 고잔동 453-53,N,4,7,1,1,0,0,4,1,0,한국철도공사장(안산관리역장),,00:00~24:00,,37.31691113,126.82203256,2019-08-01
